,id,symbol,price_04-22-21,market_cap_billion(2021),market_cap_rank,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date
1840,axia,axiav3,1.44,0.000907084,1840,2.55,-43.46713,2021-03-21T15:14:06.060Z,0.052923,2618.80356,2021-01-01T18:53:52.324Z
1841,lunch-money,lmy,0.00786294,0.000901515,1842,0.263808,-97.01945,2019-08-09T05:16:22.815Z,3e-08,30327198.67897,2021-01-27T14:41:17.523Z
1842,bitstar,bits,0.04238176,0.000896166,1843,7.25,-99.41526,2018-04-30T03:19:55.455Z,0.00011891,35542.52455,2019-10-02T00:00:00.000Z
1843,pegnet,peg,0.00041323,0.000894364,1844,0.01302904,-96.8633,2021-04-18T00:54:23.463Z,5.007e-05,716.16155,2021-03-08T07:24:31.393Z
1844,moneytoken,imt,9.314e-05,0.000892736,1845,0.00326716,-97.14934,2018-08-31T06:19:01.090Z,4.58e-06,1931.35289,2020-11-14T20:14:53.334Z
1845,potentiam,ptm,0.02408647,0.000891823,1846,0.129476,-81.39696,2021-01-16T18:18:46.432Z,0.0019057,1163.92005,2020-03-18T22:17:52.758Z
1846,nanjcoin,nanj,4.454e-05,0.000890749,1847,0.00487892,-99.08714,2018-04-04T07:20:57.493Z,2.9e-07,15268.36094,2021-01-19T15:42:46.655Z
1847,ipchain,ipc,0.0286829,0.000889307,1841,1.59,-98.15986,2018-05-05T12:33:12.498Z,0.00250682,1065.75975,2020-06-23T22:17:23.516Z
1848,unilock-network,unl,1773.34,0.000886541,1848,4577.91,-61.26879,2021-02-08T13:09:03.456Z,247.88,615.30687,2021-01-21T19:15:02.943Z
1849,mao-zedong,mao,0.136758,0.000884612,1849,0.230189,-40.58902,2021-04-19T11:31:35.458Z,0.00196324,6865.90572,2019-12-14T03:30:49.782Z
1850,zmine,zmn,0.00144983,0.000880321,1850,0.061578,-97.64554,2018-07-31T07:23:34.438Z,0.00024583,489.77294,2020-03-21T14:45:55.233Z
1851,staysbase,sbs,0.282932,0.000879939,1851,0.636125,-55.57914,2021-03-09T22:59:10.883Z,0.257513,9.73125,2021-04-25T21:59:04.401Z
1852,hoqu,hqx,0.00404836,0.000873499,1858,0.091562,-95.65654,2018-04-21T00:22:10.436Z,0.00040381,884.85589,2020-09-22T07:48:03.409Z
1853,impulseven,ven,1.04,0.0008732,1852,3.49,-70.58404,2021-03-25T04:45:39.396Z,0.8977,14.43629,2021-04-23T08:06:58.577Z
1854,eternity,ent,0.091189,0.000868706,1853,1.42,-93.59507,2018-01-07T00:00:00.000Z,0.00018363,49558.37458,2020-07-16T06:52:02.971Z
1855,apoyield,soul,0.00014302,0.000867962,1854,0.00108987,-86.8761,2021-03-11T00:34:43.031Z,6.518e-05,119.44018,2021-03-07T07:22:05.443Z
1856,ladz,ladz,0.223735,0.00086783,1855,0.236027,-5.20788,2021-04-22T16:59:00.347Z,0.03692798,505.86783,2021-03-14T07:51:07.554Z
1857,piplcoin,pipl,0.00201802,0.000863441,1856,0.366001,-99.44863,2018-02-03T00:05:11.356Z,0.00014165,1324.68126,2020-04-06T11:13:49.701Z
1858,fuzex,fxt,0.00101677,0.000860153,1857,0.098306,-98.96571,2018-05-15T01:05:45.098Z,7.47e-06,13512.79195,2020-08-12T06:11:14.774Z
1859,bitcurrency,bc,0.00310918,0.000853762,1859,0.00642369,-51.59823,2018-03-13T00:57:29.788Z,5.344e-05,5718.24909,2018-11-25T00:00:00.000Z
1860,red,red,0.00655142,0.000851685,1862,0.02633782,-75.37655,2018-10-19T23:03:13.250Z,0.00110583,486.46314,2019-12-18T23:49:24.252Z
1861,penguin-finance,pefi,0.581038,0.000848942,1861,6.89,-91.57935,2021-04-05T14:49:24.502Z,0.476094,21.94186,2021-04-25T21:51:27.481Z
1862,bone,BONE,0.28219,0.000840517,1863,4.64,-93.92242,2021-02-24T22:36:53.140Z,0.103488,172.31878,2021-02-02T20:55:32.039Z
1863,opus,opt,0.00593748,0.000831725,1864,0.209479,-97.1656,2018-01-08T00:00:00.000Z,3.64e-06,162827.82563,2019-02-13T00:00:00.000Z
1864,typerium,type,0.0011365,0.000829256,1865,0.02548971,-95.54905,2018-10-24T10:54:53.399Z,3.12e-06,36272.02944,2020-01-19T17:14:01.459Z
1865,masternet,mash,0.00532141,0.000823381,1866,0.264514,-97.98823,2018-10-21T02:18:08.870Z,4.803e-05,10978.99072,2020-03-17T22:09:09.807Z
1866,xp,xp,0.00045583,0.000821366,1867,0.01632683,-97.21191,2020-07-17T23:20:34.500Z,1e-06,45420.73528,2017-07-27T00:00:00.000Z
1867,tama-egg-niftygotchi,tme,2542.81,0.000808614,1868,6918.71,-63.24732,2021-03-05T11:32:55.758Z,183.81,1283.41148,2020-11-27T03:18:19.214Z
1868,bethereum,bether,0.00140709,0.000806517,1869,0.01148099,-87.74421,2018-09-30T09:07:35.477Z,3.383e-05,4059.21697,2020-07-16T14:19:21.452Z
1869,fess-chain,fess,0.00382226,0.000802004,1870,0.447201,-99.14251,2020-06-01T04:22:41.452Z,9.998e-05,3735.39902,2020-08-27T22:54:32.255Z
1870,trade-butler-bot,tbb,444.37,0.000799874,1871,1535.31,-71.05636,2021-01-10T01:41:30.888Z,322.5,37.79246,2020-12-24T08:08:31.356Z
1871,liquidity-dividends-protocol,LID,0.00869695,0.000799158,1872,0.194388,-95.52832,2020-08-12T20:15:05.892Z,0.00845478,2.81053,2021-04-20T03:43:01.635Z
1872,facts,bkc,0.00019009,0.000799023,1873,0.00201795,-89.85116,2019-06-21T23:44:33.862Z,5.088e-05,302.52513,2020-03-31T13:53:39.185Z
1873,valuto,vlu,0.01026952,0.000796122,1874,0.057305,-82.07917,2018-09-17T00:39:20.187Z,1.691e-05,60628.76691,2021-01-11T20:38:40.045Z
1874,defiville-island,isla,0.871274,0.000795216,1875,2.43,-64.22126,2021-03-22T04:07:02.737Z,0.502808,73.01721,2021-04-04T21:30:47.442Z
1875,palletone,ptn,0.0020087,0.000791654,1877,0.02957717,-93.26661,2018-11-07T10:54:00.130Z,5.355e-05,3618.9237,2020-11-03T15:54:44.413Z
1876,percent,pct,0.09199,0.000789194,1878,27.97,-99.67114,2020-09-17T13:59:12.747Z,0.00835589,1000.90258,2021-01-02T06:04:20.471Z
1877,devault,dvt,0.00209097,0.000778286,1879,0.068523,-96.9485,2020-10-13T05:58:44.298Z,0.00010383,1913.9248,2020-12-16T20:19:49.565Z
1878,lition,lit,0.0093462,0.000775367,1880,0.370682,-97.61857,2019-07-06T17:48:10.657Z,0.00560972,57.36121,2021-04-10T01:40:19.712Z
1879,storiqa,stq,6.847e-05,0.000772842,1882,0.01896065,-99.63889,2018-05-31T11:11:17.263Z,2e-08,284198.77604,2020-04-20T00:13:24.648Z
1880,the-champcoin,tcc,0.00430617,0.000771385,1881,0.197657,-97.81615,2018-07-02T11:52:16.430Z,0.00118185,265.23571,2019-12-18T13:44:46.962Z
1881,e-sport-betting-coin,esbc,0.02800421,0.000767995,1883,0.492008,-94.30817,2018-09-14T07:22:25.199Z,0.00260787,973.83569,2021-04-23T22:34:44.224Z
1882,dynamite,dyt,0.527523,0.000765748,1884,1.41,-62.6576,2020-04-04T00:00:00.000Z,1.15e-06,45759869.66961,2020-03-01T00:00:00.000Z
1883,blitzpredict,xbp,0.00208733,0.000764994,1886,0.0114746,-81.90667,2018-04-24T13:30:30.456Z,0.0001209,1617.21876,2020-03-20T15:25:48.059Z
1884,telos-coin,telos,0.00429117,0.000761147,1885,0.160774,-97.33002,2019-02-14T21:47:17.723Z,0.00138619,209.67023,2020-07-07T21:23:15.353Z
1885,blue,blue,0.02052833,0.000759548,1876,2.2,-99.02702,2018-01-09T00:00:00.000Z,0.00043214,4864.29397,2020-10-14T13:54:38.237Z
1886,yftether,yfte,77.23,0.000758201,1887,259.61,-70.26727,2021-02-06T18:20:40.634Z,43.82,76.13424,2021-01-20T17:19:01.453Z
1887,debitum-network,deb,0.0036378,0.000749917,1889,0.097527,-96.27565,2018-04-24T08:35:27.076Z,4.31e-06,84102.9323,2020-08-16T23:38:04.735Z
1888,gobyte,gbx,0.078238,0.000749191,1888,78.66,-99.90057,2018-01-13T00:00:00.000Z,0.00309407,2427.83689,2019-11-25T20:04:18.478Z
1889,megacoin,mec,0.01876654,0.000740715,1890,4.46,-99.57876,2018-08-24T10:14:47.510Z,0.00056774,3205.64959,2019-10-06T00:00:00.000Z
1890,pylon-network,pylnt,1.3,0.000739033,1891,47.18,-97.25259,2019-10-22T01:59:34.047Z,0.0006782,191034.54398,2020-07-27T11:40:30.057Z
1891,touchcon,toc,0.00316713,0.000737172,1892,0.098645,-96.79488,2019-10-09T04:00:25.663Z,0.00043035,634.67757,2021-03-16T05:46:10.662Z
1892,blockmason-credit-protocol,bcpt,0.00631685,0.000733757,1893,1.92,-99.67166,2018-01-06T00:00:00.000Z,0.00122551,415.22203,2021-02-15T05:44:51.062Z
1893,solaris,xlr,0.394663,0.000733555,1895,55.08,-99.28375,2018-01-09T00:00:00.000Z,0.00099943,39377.27556,2020-08-13T22:23:04.035Z
1894,gokumarket-credit,gmc,0.227636,0.000733404,1894,0.484693,-52.98703,2020-11-13T16:37:05.900Z,0.060202,278.50834,2020-10-09T09:16:49.305Z
1895,teslafunds,tsf,0.142215,0.000731548,1896,0.256231,-44.56505,2021-03-04T14:06:41.750Z,0.0005552,25483.70221,2019-10-20T00:00:00.000Z
1896,coinsbit-token,cnb,0.00156081,0.000729665,1897,0.00323245,-52.21015,2020-01-10T07:04:57.485Z,0.00011274,1270.15501,2020-10-16T04:49:57.225Z
1897,deutsche-emark,dem,0.00916087,0.000728734,1898,0.508432,-98.19821,2013-12-21T00:00:00.000Z,2.858e-05,31949.5258,2020-09-16T21:09:12.405Z
1898,metawhale-btc,mwbtc,0.523585,0.000726135,1899,0.965118,-45.74911,2021-02-18T05:36:18.252Z,0.206607,153.42094,2021-03-25T03:49:08.347Z
1899,spacecowboy,scb,14.47,0.000722849,1900,74.32,-80.54372,2021-03-24T15:43:57.195Z,6.45,124.10471,2021-03-03T23:12:28.615Z
1900,fusible,fusii,1.98,0.000715246,1902,8.64,-77.07898,2021-03-18T05:27:47.267Z,0.0091976,21422.53574,2021-03-12T11:34:57.297Z
1901,work-quest,wqt,0.192418,0.000713099,1903,1.63,-88.23086,2021-04-05T14:37:13.452Z,0.168219,14.25474,2021-04-25T07:31:06.603Z
1902,magi,xmg,0.05383,0.000711028,1904,3.87,-98.6108,2017-10-23T00:00:00.000Z,6.129e-05,87729.07142,2020-02-21T18:04:31.422Z
1903,midas-gold,mdg,7.5,0.000709921,1905,805.75,-99.06888,2021-03-16T04:08:04.005Z,7.2,4.17103,2021-04-23T02:49:07.157Z
1904,elysian,ely,0.00616859,0.000709388,1906,0.110205,-94.40408,2018-07-26T09:16:43.805Z,0.00022705,2616.16137,2020-06-17T18:09:22.422Z
1905,rivetz,rvt,0.02458307,0.000708566,1908,3.81,-99.35769,2018-01-06T00:00:00.000Z,0.00027846,8692.94029,2021-01-26T06:33:39.941Z
1906,transcodium,tns,0.00962811,0.000708295,1939,0.184148,-95.2755,2018-05-07T01:58:11.760Z,0.00028888,2911.61233,2020-06-23T03:08:38.591Z
1907,motacoin,mota,0.01070081,0.000707248,1907,0.02181436,-52.21988,2020-08-15T22:21:57.368Z,1.5e-07,6887172.90601,2019-11-01T04:09:21.847Z
1908,corionx,corx,0.00737924,0.000705532,1909,0.03473611,-78.719,2021-02-08T00:22:05.687Z,0.00052048,1320.27214,2020-12-27T21:24:21.955Z
1909,r3fi-finance,r3fi,0.140881,0.00070542,1910,0.376249,-62.50248,2021-02-22T20:18:44.653Z,0.029597,376.68312,2021-02-22T00:19:24.911Z
1910,face,face,0.00132597,0.000705416,1901,0.01736638,-92.20569,2018-07-29T02:20:46.014Z,0.00040571,233.63606,2021-01-27T12:48:51.537Z
1911,womencoin,women,1.27e-05,0.000700978,1911,0.00505884,-99.74902,2018-01-09T00:00:00.000Z,1.1e-07,11023.03678,2019-10-05T00:00:00.000Z
1912,ethereum-gold,etg,0.03888557,0.00069994,1912,0.426165,-90.87546,2018-01-15T00:00:00.000Z,4.63e-06,839616.29493,2020-04-08T20:54:00.023Z
1913,lync-network,lync,1.19,0.000699371,1913,3.15,-62.94176,2021-03-30T19:55:55.380Z,0.243105,379.95009,2020-11-17T08:29:14.039Z
1914,srcoin,srh,0.00013322,0.000697517,1914,0.00834392,-98.40335,2018-08-08T09:48:14.681Z,1.5e-06,8785.92375,2020-10-07T15:06:21.980Z
1915,rmpl,rmpl,1.07,0.000696447,1915,2.52,-57.56908,2020-10-12T06:49:29.445Z,0.295223,261.56685,2020-08-19T13:58:22.725Z
1916,sxmr,sxmr,395.01,0.000696329,1916,395.01,0.0,2021-04-24T18:32:54.053Z,61.22,545.18011,2020-07-06T03:38:15.037Z
1917,bintex-futures,bntx,0.857795,0.00068961,1917,86.72,-99.01839,2021-02-01T16:52:03.612Z,0.00831054,10143.04707,2020-08-29T14:34:25.587Z
1918,terracoin,trc,0.03005542,0.000689333,1918,1.49,-97.99048,2013-12-01T00:00:00.000Z,0.00017378,17160.76677,2019-06-15T00:00:00.000Z
1919,tokenbox,tbx,0.060801,0.000683121,1937,1.88,-96.96515,2021-04-11T23:04:34.546Z,0.00202895,2717.67989,2019-12-10T15:49:58.532Z
1920,stox,stx,0.01342025,0.000678595,1919,0.983723,-98.63577,2018-05-07T00:08:49.881Z,0.00226705,491.96858,2020-09-24T23:39:49.230Z
1921,hellogold,hgt,0.00188527,0.000678478,1920,0.227377,-99.17086,2018-01-20T00:00:00.000Z,1.678e-05,11137.60684,2019-05-04T00:00:00.000Z
1922,tacos,taco,0.105171,0.000677773,1921,0.143894,-26.91061,2020-08-12T03:38:11.176Z,0.00556916,1788.45861,2020-12-24T04:30:11.766Z
1923,hobonickels,hbn,0.00599533,0.000672141,1922,0.237279,-97.4733,2014-04-29T00:00:00.000Z,0.00020303,2852.92562,2020-09-07T09:20:01.446Z
1924,ieth,ieth,788.44,0.000669813,1923,1827.81,-56.86416,2021-02-28T07:17:59.628Z,44.93,1654.63627,2020-07-26T08:51:40.390Z
1925,zeepin,zpt,0.00133915,0.000669573,1924,0.157947,-99.15335,2018-04-26T07:58:36.265Z,0.00024873,437.62511,2020-12-31T09:17:21.627Z
1926,omnitude,ecom,0.01720474,0.000667701,1925,0.350525,-95.09374,2019-10-10T04:29:03.706Z,0.00019475,8730.51535,2020-11-12T09:49:07.797Z
1927,boolberry,bbr,0.050379,0.000665381,1926,4.29,-98.82516,2018-01-12T00:00:00.000Z,0.00669432,652.56731,2015-12-08T00:00:00.000Z
1928,maxcoin,max,0.00911318,0.000661992,1927,2.77,-99.67093,2014-02-15T00:00:00.000Z,0.00021126,4213.67722,2020-03-14T10:04:30.401Z
1929,hackspace-capital,hac,0.00225442,0.000658258,1928,0.0931,-97.5785,2018-03-05T09:12:44.282Z,7.2e-06,31224.93034,2020-11-21T12:02:32.787Z
1930,nftx-hashmasks-index,mask,1262.76,0.000657897,1929,4281.51,-70.50672,2021-02-16T07:18:19.935Z,833.61,51.48104,2021-02-06T05:49:21.744Z
1931,blockcdn,bcdn,0.00189372,0.000656072,1930,0.283911,-99.33299,2018-01-07T00:00:00.000Z,0.00059909,216.10038,2018-12-09T00:00:00.000Z
1932,cat-token,cat,0.100504,0.000656049,1931,0.306315,-67.18943,2021-01-31T22:49:04.395Z,0.00275787,3544.25991,2020-11-27T11:52:14.966Z
1933,sentinel-chain,senc,0.00211164,0.000652685,1932,0.22051,-99.04774,2018-05-05T13:48:55.541Z,0.00047603,341.11127,2020-03-13T02:19:14.193Z
1934,dopecoin,dope,0.00429196,0.000647009,1933,0.250344,-98.28557,2017-12-31T00:00:00.000Z,6.21e-06,68963.79438,2014-07-22T00:00:00.000Z
1935,bounty0x,bnty,0.00392542,0.000646281,1934,0.911897,-99.56924,2018-01-08T00:00:00.000Z,0.00028317,1287.16728,2020-04-03T22:05:05.875Z
1936,kolin,kolin,0.00063224,0.000644866,1936,0.00064274,-1.63306,2021-04-14T06:22:48.941Z,2.737e-05,2210.38252,2018-12-04T00:00:00.000Z
1937,qbao,qbt,0.00952325,0.000642292,1935,2.05,-99.52859,2018-01-09T00:00:00.000Z,0.001695,470.9334,2020-11-03T06:06:23.530Z
1938,beetle-coin,beet,0.00244139,0.000641996,1942,0.04860501,-95.00661,2019-03-12T02:07:57.702Z,0.00067636,258.83589,2018-12-12T00:00:00.000Z
1939,wrapped-gen-0-cryptokitties,wg0,329.44,0.000640752,1938,592.62,-44.41034,2021-03-18T23:34:15.526Z,42.04,683.55003,2020-12-15T13:39:48.428Z
1940,ailink-token,ali,0.00012343,0.000639868,1940,0.00520703,-97.63019,2018-09-07T02:13:21.433Z,1.43e-06,8529.49463,2019-12-05T06:42:29.253Z
1941,latiumx,latx,0.00536162,0.000638272,1941,0.139879,-96.16696,2018-05-29T12:37:22.986Z,0.00017036,3047.24241,2019-10-07T00:00:00.000Z
1942,unikoin-gold,ukg,0.00426973,0.000637887,1943,2.15,-99.80172,2018-01-07T00:00:00.000Z,8.822e-05,4739.70825,2020-12-08T03:48:07.267Z
1943,thrive,thrt,0.00536495,0.000637161,1944,0.063944,-91.60998,2018-07-07T09:58:53.957Z,0.00019103,2708.46648,2020-12-14T13:37:21.859Z
1944,zcore,zcr,0.066973,0.000636356,1945,1.5,-95.53511,2019-06-09T12:34:36.133Z,0.00567592,1079.95599,2020-08-08T01:48:30.668Z
1945,ethereum-yield,ethy,4.57,0.000635621,1946,32.82,-86.07303,2020-11-23T08:41:37.513Z,4.08,12.05083,2021-04-25T07:44:46.849Z
1946,allsafe,asafe,0.054978,0.000634781,1947,0.202387,-72.83524,2021-04-16T07:44:15.009Z,1.1e-07,49412264.25849,2020-08-10T11:01:29.217Z
1947,nestegg-coin,egg,0.01817093,0.000626257,1948,0.070173,-74.15163,2021-02-21T07:19:43.216Z,0.00133829,1255.34833,2020-08-04T16:48:44.230Z
1948,baepay,baepay,0.431286,0.000620706,1949,1.65,-73.86579,2021-03-29T17:25:32.532Z,0.052472,721.9324,2021-03-14T07:39:03.406Z
1949,qchi,qch,0.02911065,0.000620576,1950,0.274429,-89.4292,2019-02-21T10:37:42.300Z,0.00394813,634.76176,2018-10-05T00:00:00.000Z
1950,promotionchain,pc,0.00013142,0.000617316,1951,0.00325089,-95.95965,2019-08-19T01:52:02.328Z,2.567e-05,411.71588,2020-03-13T02:20:41.864Z
1951,dollars,usdx,0.127584,0.000615503,1952,4.47,-97.14757,2020-12-08T05:36:17.623Z,0.051404,148.19906,2021-02-18T01:44:33.109Z
1952,polypux,PUX,0.01538966,0.000614523,1953,0.04370625,-64.83539,2021-02-15T11:54:03.021Z,0.00116121,1223.5439,2020-12-08T20:42:58.658Z
1953,trendering,trnd,6.11,0.000610055,1954,34.41,-82.2716,2020-08-14T18:15:26.859Z,2.68,127.50897,2020-11-03T22:21:25.743Z
1954,revomon,revo,0.405839,0.000608585,1955,2.81,-85.59586,2021-04-12T16:37:50.954Z,0.328729,23.0885,2021-04-20T02:46:08.102Z
1955,zusd,zusd,1.0,0.000605073,1956,1.03,-3.22456,2021-03-26T08:15:03.833Z,0.97316,2.77053,2021-03-24T20:18:43.801Z
1956,kobocoin,kobo,0.0233699,0.000602739,1957,0.274294,-91.47998,2018-04-09T18:49:39.577Z,0.00021397,10822.29473,2019-12-11T04:04:26.910Z
1957,liquidity-network,lqd,0.01153108,0.000602139,1958,1.7,-99.32093,2018-10-22T12:17:59.272Z,0.00082536,1295.69909,2020-12-19T14:47:50.055Z
1958,rom-token,rom,8.88e-06,0.000599005,1960,0.00127663,-99.30434,2019-05-01T03:58:49.202Z,7.82e-06,13.53257,2020-03-19T10:59:46.716Z
1959,bgogo,bgg,0.00060324,0.00059604,1959,0.00954309,-93.64508,2018-09-18T16:19:11.630Z,0.00036225,67.41228,2020-03-16T10:12:32.794Z
1960,oracle-top-5,orcl5,17.45,0.000594539,1961,27.55,-36.64693,2021-03-09T06:07:03.414Z,12.71,37.29741,2021-03-05T02:09:55.499Z
1961,grimcoin,grim,0.00557526,0.000592961,1962,0.0406232,-86.27568,2018-01-04T00:00:00.000Z,1e-05,55635.08163,2019-11-18T17:18:56.601Z
1962,pria,pria,9.52,0.000589309,1964,73.09,-86.97577,2020-10-23T10:52:59.872Z,6.53,45.76174,2021-03-05T11:03:38.911Z
1963,arqma,arq,0.0389617,0.000587445,1965,0.089423,-56.39882,2021-04-24T00:16:49.429Z,0.00012413,31310.53305,2020-03-28T13:40:05.006Z
1964,plusonecoin,plus1,0.062799,0.000587287,1963,0.200516,-68.45159,2020-12-25T11:59:59.567Z,0.00072685,8603.23496,2019-12-02T17:32:34.628Z
1965,arbidex,abx,0.02896347,0.000582205,1968,0.144902,-80.18469,2018-10-31T16:05:48.672Z,0.00101252,2735.78711,2020-11-23T17:11:42.571Z
1966,kiloample,kmpl,36.95,0.000582081,1966,76.04,-51.40259,2020-12-23T02:39:34.954Z,29.13,26.83986,2021-03-25T12:32:22.049Z
1967,bittoken,bitt,0.17055,0.000580555,1967,0.652968,-73.98414,2021-02-20T11:27:01.678Z,0.071257,138.39753,2021-01-27T08:14:31.575Z
1968,pepedex,ppdex,7.78,0.000575198,1969,32.47,-76.0826,2021-03-06T18:19:39.135Z,1.15,573.48681,2020-12-17T20:11:35.069Z
1969,unidexgas,undg,133.76,0.000574862,1970,1505.84,-91.11698,2021-02-06T01:19:26.296Z,84.62,58.08306,2021-03-25T13:32:50.940Z
1970,flynnjamm,jamm,0.111238,0.000573688,1971,0.779765,-85.73441,2020-08-02T21:40:58.694Z,0.00399248,2686.18767,2021-03-14T07:38:12.577Z
1971,gameflip,flp,0.01015389,0.000572679,1972,0.268295,-96.21539,2020-12-08T03:17:24.695Z,0.0013853,632.97644,2020-12-24T07:17:07.002Z
1972,pkg-token,pkg,5.982e-05,0.000569852,1973,0.00058561,-89.80472,2018-09-03T02:28:42.518Z,1.27e-06,4611.72426,2019-11-28T03:09:38.646Z
1973,tsuki-dao,tsuki,5.98,0.00056821,1974,44.79,-86.6458,2021-03-13T15:08:20.399Z,3.53,69.4912,2021-04-04T03:22:25.660Z
1974,combine-finance,comb,64.14,0.000568174,1975,524.85,-87.7791,2020-10-07T18:28:43.700Z,39.46,62.542,2020-12-14T14:39:25.417Z
1975,swarm-city,swt,0.066534,0.000567939,1976,6.19,-98.92466,2017-06-10T00:00:00.000Z,0.00090005,7292.26777,2021-03-08T04:45:19.244Z
1976,sxau,sxau,1415.27,0.000558859,1977,3070.04,-53.90041,2021-01-01T17:56:45.865Z,1194.4,18.49208,2021-01-04T09:04:34.257Z
1977,rug-proof,rpt,0.357434,0.000558133,1978,2.37,-84.93141,2021-02-07T13:29:16.332Z,0.153328,133.11669,2021-03-28T23:14:23.010Z
1978,cashhand,chnd,1.32,0.000557964,1979,1.61,-19.59245,2021-04-21T13:03:27.858Z,3.797e-05,3412313.11347,2020-11-21T09:58:10.241Z
1979,hauteclere-shards-2,haut,11.1,0.000555239,1980,14.54,-23.60467,2021-03-18T05:26:25.706Z,0.893425,1142.94485,2020-12-18T23:34:34.235Z
1980,penguin,peng,5.266e-05,0.00055273,1981,0.00068524,-92.31507,2019-11-26T04:44:18.829Z,2.6e-07,20201.60529,2020-10-25T10:47:39.978Z
1981,wrapped-origin-axie,woa,2278.75,0.0005469,1982,4932.76,-53.80378,2021-03-14T19:18:14.816Z,326.56,597.80605,2020-11-10T04:25:50.064Z
1982,lightstreams,pht,0.01119954,0.000542149,1985,0.203842,-94.52472,2020-05-17T18:08:57.162Z,2.087e-05,53377.13496,2019-11-22T10:19:01.051Z
1983,bitcoinsov,bsov,0.142879,0.000541583,1983,0.309388,-53.83351,2021-03-14T21:09:48.423Z,0.00044268,32165.59888,2019-11-26T23:27:17.514Z
1984,project-senpai,senpai,2.7,0.000540455,1984,6.98,-61.2539,2021-04-08T10:16:11.823Z,1.99,35.68102,2021-04-23T06:33:46.130Z
1985,powercoin,pwr,5.264e-05,0.000539741,1986,0.00059644,-91.17447,2021-04-11T09:37:33.813Z,1.16e-06,4423.37473,2018-08-08T00:00:00.000Z
1986,utopia,crp,0.146206,0.000538306,1987,0.400736,-63.51551,2021-03-19T15:46:24.753Z,0.04607954,217.2912,2020-11-13T13:59:57.931Z
1987,en-tan-mo,etm,0.01280329,0.000538034,1988,0.409912,-96.75827,2019-07-12T13:35:17.107Z,0.00120021,1007.16163,2020-12-29T21:11:47.368Z
1988,bridge-protocol,brdg,0.00235806,0.000537865,1989,0.04006184,-94.11395,2019-04-06T01:14:41.923Z,4.352e-05,5318.91356,2020-04-12T04:14:10.940Z
1989,sishi-finance,sishi,5.08,0.00053718,1990,46.69,-89.05858,2021-04-12T19:21:48.644Z,1.85,175.65405,2021-03-31T12:54:58.869Z
1990,bt-finance,bt,12.62,0.000535873,1991,164.92,-92.3557,2021-02-04T21:03:32.088Z,8.27,52.5169,2021-02-01T10:34:59.152Z
1991,keysians-network,ken,0.960499,0.000533753,1992,15.21,-93.69235,2020-09-01T20:29:04.971Z,0.857994,11.7868,2021-04-25T09:43:24.548Z
1992,1million-token,1mt,0.640282,0.000530573,1993,4.04,-84.19042,2021-03-25T02:18:38.035Z,5.628e-05,1133316.7439,2020-04-18T13:45:10.146Z
1993,defhold,defo,69.2,0.000529236,1994,351.4,-80.38656,2020-12-19T23:49:29.000Z,53.11,29.76611,2021-04-25T07:35:36.319Z
1994,on-live,onl,0.02411375,0.00052763,1995,0.20929,-88.47832,2018-11-15T22:03:39.223Z,0.00185689,1198.60806,2020-12-24T15:39:07.636Z
1995,cryptosoul,soul,0.00192532,0.000519581,1996,0.01034842,-81.4108,2021-03-08T15:37:08.206Z,4.943e-05,3791.96586,2020-03-16T07:38:54.291Z
1996,pepegold,peps,0.00856266,0.000519456,1997,0.04599481,-81.38245,2021-04-06T19:19:38.504Z,7.158e-05,11862.57624,2019-12-11T16:09:28.769Z
1997,lux,lx,0.00091627,0.000518062,1998,1.66,-99.9449,2018-08-11T04:26:08.820Z,0.00011336,708.29232,2020-01-02T11:12:12.448Z
1998,ethereum-stake,ethys,5.34,0.000517784,1999,12.32,-56.62583,2020-12-09T07:02:45.546Z,3.6,48.50222,2021-02-28T08:22:30.521Z
1999,bitcoin-lightning,bltg,0.02540398,0.000515013,2000,8.11,-99.68904,2018-02-13T00:00:00.000Z,0.00126517,1893.77953,2020-03-15T16:48:58.015Z
2000,rito,rito,0.00032173,0.000511196,2001,0.00665402,-95.15257,2021-01-14T05:23:13.660Z,1.4e-07,222671.97371,2020-08-03T10:10:26.015Z
2001,forefront,ff,0.607479,0.000510279,2002,0.8475,-28.32105,2021-04-25T20:21:35.903Z,0.350788,73.17578,2021-04-25T17:14:25.237Z
2002,webchain,mintme,0.00266846,0.000510128,2003,0.082408,-96.76189,2019-03-03T13:33:18.314Z,0.00011639,2192.75227,2020-08-09T19:52:54.886Z
2003,bloc-money,bloc,0.02738869,0.000507541,2004,1.53,-98.21119,2019-01-03T04:22:56.406Z,0.0005414,4950.96995,2020-12-29T12:51:32.008Z
2004,bitcloud,btdx,0.01394651,0.000507317,2005,1.16,-98.79538,2018-01-14T00:00:00.000Z,4.93e-06,282678.52821,2020-04-23T23:59:27.284Z
2005,alt-estate,alt,0.00071534,0.000501789,2006,0.01284233,-94.43818,2020-02-11T13:54:40.549Z,4.74e-05,1406.79027,2019-08-19T00:00:00.000Z
2006,swing,swing,0.095105,0.000500055,2007,27.78,-99.65768,2017-10-12T00:00:00.000Z,0.00061557,15349.83376,2016-06-22T00:00:00.000Z
2007,sharpay,s,0.00024256,0.000498866,2008,0.01301236,-98.13703,2018-12-29T03:14:23.515Z,7.06e-06,3333.1419,2020-07-19T03:10:14.205Z
